lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,qc_failures,completion_hours
Single Vision,0.39,1.56,Anti Glare,Hospital,1,1,1,46
Single Vision,0.53,1.67,Anti Glare,Premium,0,0,3,82
Progressive,-2.84,1.50,Anti Glare,Premium,0,1,2,102
Progressive,3.24,1.74,Anti Glare,Retail,0,1,0,101
Bifocal,-2.8,1.50,Photochromic,Retail,1,0,3,112
Single Vision,-0.83,1.67,Photochromic,Retail,0,1,0,47
Bifocal,1.87,1.67,Anti Glare,Hospital,1,0,3,83
Bifocal,-3.08,1.56,Standard,Premium,1,0,3,91
Bifocal,-1.44,1.50,Photochromic,Premium,0,0,0,74
Progressive,-5.58,1.50,Standard,Retail,1,1,2,84
Single Vision,-3.57,1.74,Anti Glare,Retail,1,0,0,63
Single Vision,-5.58,1.74,Blue Cut,Premium,1,1,1,75
Single Vision,-7.75,1.50,Photochromic,Premium,1,1,0,58
Progressive,-3.5,1.50,Blue Cut,Retail,0,0,2,119
Single Vision,0.14,1.74,Blue Cut,Retail,1,0,1,75
Single Vision,0.53,1.56,Anti Glare,Hospital,0,1,1,37
Progressive,0.84,1.56,Blue Cut,Premium,1,0,0,98
Progressive,-0.91,1.50,Standard,Retail,1,1,1,51
Single Vision,-7.78,1.67,Standard,Premium,0,1,3,78
Progressive,0.63,1.67,Photochromic,Retail,1,0,3,132
Progressive,-5.21,1.50,Standard,Hospital,0,0,0,108
Single Vision,2.15,1.56,Standard,Premium,1,1,1,45
Bifocal,-6.83,1.50,Blue Cut,Premium,0,1,2,85
Bifocal,3.06,1.56,Blue Cut,Premium,0,0,1,79
Bifocal,-7.54,1.67,Blue Cut,Hospital,1,0,0,72
Progressive,0.46,1.50,Photochromic,Retail,0,1,2,78
Progressive,-2.71,1.56,Blue Cut,Retail,0,0,0,96
Bifocal,3.85,1.56,Photochromic,Premium,1,1,0,73
Bifocal,-6.06,1.67,Standard,Hospital,0,1,2,108
Single Vision,3.89,1.56,Anti Glare,Retail,1,0,2,54
Bifocal,-7.11,1.74,Photochromic,Hospital,0,0,0,105
Single Vision,0.83,1.50,Photochromic,Hospital,1,0,1,48
Progressive,-0.56,1.74,Standard,Retail,0,0,1,144
Single Vision,-7.57,1.56,Anti Glare,Retail,1,0,3,83
Single Vision,-1.08,1.56,Anti Glare,Premium,1,1,1,45
Progressive,-7.75,1.67,Blue Cut,Retail,0,1,2,92
Bifocal,-1.04,1.67,Blue Cut,Retail,0,1,2,90
Single Vision,1.97,1.74,Photochromic,Retail,0,0,1,74
Progressive,-7.93,1.67,Photochromic,Hospital,0,0,1,100
Bifocal,-6.66,1.74,Anti Glare,Premium,0,1,1,71
Progressive,0.06,1.67,Blue Cut,Retail,1,1,1,94
Progressive,3.91,1.67,Standard,Retail,0,1,0,99
Single Vision,2.83,1.74,Photochromic,Premium,0,0,1,83
Bifocal,1.38,1.50,Standard,Retail,0,0,2,75
Progressive,-7.22,1.67,Blue Cut,Hospital,0,0,0,132
Single Vision,-3.15,1.67,Standard,Hospital,1,1,0,24
Single Vision,0.97,1.50,Standard,Hospital,1,0,1,61
Single Vision,0.29,1.67,Anti Glare,Retail,1,1,0,28
Single Vision,-2.78,1.67,Photochromic,Retail,0,0,1,81
Single Vision,-1.05,1.56,Blue Cut,Hospital,1,1,0,31
Single Vision,3.25,1.74,Standard,Hospital,1,1,3,46
Bifocal,0.56,1.74,Anti Glare,Retail,1,1,1,79
Single Vision,-1.17,1.67,Blue Cut,Premium,0,1,3,75
Bifocal,-6.44,1.74,Photochromic,Retail,1,1,1,91
Single Vision,-4.54,1.56,Standard,Premium,1,1,3,53
Bifocal,-6.48,1.67,Anti Glare,Retail,0,1,1,92
Single Vision,-7.69,1.67,Anti Glare,Retail,1,0,3,75
Bifocal,-6.13,1.67,Standard,Retail,0,0,0,98
Bifocal,-6.13,1.56,Standard,Hospital,1,1,3,96
Progressive,3.52,1.56,Standard,Retail,1,1,0,92
Single Vision,-1.54,1.50,Blue Cut,Hospital,0,0,3,89
Bifocal,-5.53,1.67,Photochromic,Hospital,1,0,1,88
Single Vision,-3.94,1.67,Standard,Retail,1,0,3,79
Progressive,3.52,1.56,Blue Cut,Premium,0,0,3,102
Single Vision,-4.09,1.50,Photochromic,Hospital,0,1,2,70
Bifocal,-6.28,1.56,Standard,Premium,1,0,2,86
Progressive,3.31,1.50,Photochromic,Hospital,1,1,1,96
Single Vision,3.9,1.56,Anti Glare,Premium,0,1,2,50
Single Vision,2.62,1.67,Photochromic,Hospital,0,1,2,49
Single Vision,-6.95,1.74,Anti Glare,Hospital,0,0,2,80
Single Vision,1.63,1.50,Photochromic,Retail,1,0,3,88
Progressive,-3.84,1.50,Standard,Retail,1,1,1,64
Single Vision,-2.13,1.56,Anti Glare,Premium,1,0,3,73
Progressive,-7.42,1.74,Blue Cut,Retail,1,1,1,99
Single Vision,-0.02,1.74,Blue Cut,Retail,0,0,0,62
Single Vision,3.42,1.74,Anti Glare,Hospital,1,1,3,58
Single Vision,-5.02,1.50,Anti Glare,Retail,0,1,3,62
Bifocal,-2.97,1.50,Blue Cut,Premium,1,0,0,90
Bifocal,-5.41,1.56,Anti Glare,Hospital,1,1,1,78
Single Vision,3.75,1.74,Anti Glare,Retail,0,0,1,77
Single Vision,-0.55,1.74,Anti Glare,Retail,0,0,1,76
Single Vision,3.79,1.56,Standard,Hospital,0,1,1,49
Progressive,-2.61,1.50,Blue Cut,Hospital,1,1,3,95
Progressive,1.25,1.56,Standard,Hospital,1,1,3,69
Progressive,1.37,1.67,Photochromic,Hospital,0,1,3,84
Bifocal,-5.86,1.56,Blue Cut,Retail,1,1,1,67
Bifocal,-5.51,1.50,Photochromic,Hospital,1,0,2,87
Single Vision,0.45,1.56,Standard,Premium,1,0,1,54
Bifocal,-7.73,1.74,Blue Cut,Retail,1,0,2,105
Single Vision,-6.27,1.67,Blue Cut,Hospital,1,0,2,75
Bifocal,-7.93,1.56,Anti Glare,Hospital,1,0,2,112
Progressive,-1.78,1.74,Photochromic,Retail,0,1,0,100
Progressive,2.81,1.56,Photochromic,Retail,0,1,0,71
Bifocal,-0.37,1.50,Photochromic,Premium,1,1,1,65
Progressive,-7.0,1.67,Photochromic,Hospital,1,0,3,132
Bifocal,-2.13,1.67,Photochromic,Premium,1,1,0,68
Single Vision,3.25,1.74,Standard,Retail,1,0,1,64
Progressive,1.67,1.56,Blue Cut,Retail,0,1,3,71
Bifocal,-4.84,1.56,Photochromic,Retail,0,1,3,83
Bifocal,-3.03,1.50,Blue Cut,Hospital,0,1,1,70
Progressive,-2.2,1.50,Standard,Hospital,0,0,1,83
Single Vision,0.99,1.56,Blue Cut,Premium,0,1,1,44
Bifocal,-2.09,1.74,Photochromic,Premium,1,1,1,70
Progressive,-3.96,1.50,Standard,Premium,0,1,0,52
Single Vision,-5.97,1.56,Anti Glare,Premium,1,1,2,62
Single Vision,-1.58,1.74,Anti Glare,Premium,1,1,1,41
Single Vision,-1.09,1.50,Blue Cut,Premium,1,0,2,87
Progressive,0.66,1.74,Blue Cut,Premium,1,0,3,128
Progressive,-1.26,1.74,Photochromic,Retail,0,1,3,116
Bifocal,-4.12,1.74,Anti Glare,Retail,1,1,1,47
Bifocal,-4.69,1.50,Standard,Retail,0,1,1,69
Single Vision,1.05,1.74,Blue Cut,Premium,1,0,0,54
Bifocal,-3.53,1.56,Standard,Premium,1,0,0,61
Single Vision,1.1,1.74,Blue Cut,Hospital,1,0,3,96
Single Vision,3.89,1.50,Blue Cut,Retail,0,0,1,66
Bifocal,-6.18,1.67,Anti Glare,Premium,0,1,3,75
Bifocal,-5.19,1.56,Blue Cut,Hospital,1,1,1,91
Single Vision,-7.7,1.74,Standard,Hospital,0,1,2,54
Single Vision,-1.38,1.67,Photochromic,Premium,0,0,2,70
Bifocal,-6.76,1.74,Standard,Hospital,0,1,3,82
Progressive,0.45,1.74,Anti Glare,Hospital,0,0,2,122
Progressive,-4.32,1.56,Blue Cut,Hospital,1,0,0,98
Progressive,-7.6,1.74,Anti Glare,Retail,0,1,3,104
Single Vision,1.22,1.56,Blue Cut,Hospital,0,1,1,42
Single Vision,-5.16,1.50,Standard,Hospital,1,1,2,42
Single Vision,3.9,1.74,Blue Cut,Premium,0,0,2,79
Bifocal,0.83,1.56,Anti Glare,Premium,0,1,1,58
Single Vision,3.25,1.67,Anti Glare,Premium,1,1,0,20
Single Vision,0.5,1.67,Photochromic,Premium,0,0,2,87
Bifocal,2.79,1.67,Photochromic,Hospital,0,1,0,84
Bifocal,3.37,1.74,Standard,Premium,0,1,1,53
Single Vision,-5.13,1.50,Blue Cut,Hospital,1,1,2,56
Bifocal,1.2,1.56,Anti Glare,Hospital,0,0,3,105
Progressive,-6.2,1.67,Anti Glare,Premium,0,1,0,83
Single Vision,0.49,1.50,Photochromic,Retail,0,0,0,72
Single Vision,-1.86,1.67,Photochromic,Hospital,1,0,2,60
Single Vision,-6.19,1.74,Standard,Premium,0,0,1,97
Progressive,-7.08,1.50,Blue Cut,Premium,1,0,3,117
Progressive,-2.54,1.50,Photochromic,Premium,1,0,0,92
Bifocal,-3.63,1.67,Standard,Premium,0,1,1,64
Bifocal,-2.68,1.67,Anti Glare,Retail,1,1,1,78
Bifocal,-2.87,1.74,Photochromic,Hospital,0,0,0,96
Single Vision,-4.82,1.50,Standard,Premium,0,1,1,34
Single Vision,3.32,1.67,Standard,Retail,0,0,1,84
Progressive,-1.11,1.74,Anti Glare,Premium,0,0,1,118
Single Vision,-0.2,1.56,Blue Cut,Premium,0,1,0,47
Progressive,-2.25,1.56,Blue Cut,Retail,0,0,3,146
Single Vision,-1.53,1.67,Photochromic,Hospital,0,0,1,87
Bifocal,0.09,1.74,Standard,Retail,1,0,1,74
Single Vision,-1.85,1.50,Standard,Hospital,1,1,2,38
Single Vision,-6.24,1.56,Photochromic,Hospital,1,1,2,61
Progressive,0.42,1.74,Blue Cut,Retail,1,0,2,94
Bifocal,-6.33,1.74,Blue Cut,Premium,1,0,3,116
Bifocal,-5.01,1.67,Blue Cut,Hospital,1,0,3,127
Bifocal,1.5,1.67,Blue Cut,Premium,0,0,1,76
Bifocal,3.23,1.74,Anti Glare,Retail,1,1,3,60
Bifocal,-6.07,1.74,Anti Glare,Premium,1,1,1,65
Single Vision,-7.61,1.56,Photochromic,Premium,0,1,3,70
Single Vision,-0.72,1.74,Blue Cut,Hospital,1,1,1,52
Bifocal,-6.91,1.56,Anti Glare,Premium,1,1,0,52
Single Vision,1.11,1.74,Standard,Premium,1,0,1,45
Single Vision,1.86,1.50,Blue Cut,Retail,1,1,2,45
Single Vision,-1.23,1.50,Photochromic,Hospital,0,1,1,59
Progressive,-3.98,1.50,Photochromic,Retail,0,1,2,111
Bifocal,-6.27,1.74,Anti Glare,Premium,0,0,0,101
Bifocal,2.57,1.50,Standard,Retail,0,1,1,62
Single Vision,-5.23,1.50,Standard,Premium,1,0,0,43
Bifocal,-0.32,1.50,Standard,Premium,0,0,3,72
Bifocal,-0.47,1.74,Blue Cut,Premium,0,1,1,72
Bifocal,1.14,1.56,Anti Glare,Premium,1,0,0,73
Progressive,3.51,1.50,Blue Cut,Premium,0,1,3,101
Bifocal,-0.19,1.56,Photochromic,Hospital,0,0,0,102
Bifocal,2.69,1.56,Photochromic,Retail,1,1,2,49
Single Vision,-5.28,1.50,Photochromic,Retail,1,1,0,56
Bifocal,3.12,1.50,Standard,Retail,1,1,1,66
Bifocal,-0.06,1.74,Standard,Retail,1,1,0,58
Single Vision,1.5,1.74,Blue Cut,Premium,0,0,1,76
Single Vision,2.49,1.50,Standard,Retail,0,0,3,72
Bifocal,-3.37,1.74,Anti Glare,Retail,1,1,1,69
Progressive,-1.15,1.67,Standard,Premium,1,1,1,83
Bifocal,-1.67,1.56,Photochromic,Hospital,1,0,3,102
Single Vision,-4.46,1.74,Anti Glare,Retail,0,1,3,62
Progressive,-4.53,1.50,Anti Glare,Hospital,0,1,2,82
Single Vision,2.05,1.56,Blue Cut,Hospital,1,1,0,33
Bifocal,-3.95,1.56,Standard,Retail,1,1,2,60
Bifocal,-5.4,1.74,Standard,Hospital,0,0,1,116
Single Vision,2.72,1.56,Blue Cut,Hospital,1,0,0,53
Progressive,1.46,1.74,Anti Glare,Retail,1,0,2,125
Progressive,-3.57,1.56,Photochromic,Retail,0,0,3,131
Progressive,-1.89,1.50,Anti Glare,Hospital,0,0,3,95
Single Vision,-6.71,1.56,Standard,Premium,1,0,0,67
Single Vision,-5.61,1.74,Anti Glare,Premium,1,1,0,55
Single Vision,-7.92,1.67,Standard,Premium,0,0,3,110
Bifocal,-6.31,1.56,Standard,Retail,1,0,2,96
Single Vision,-1.76,1.67,Standard,Retail,1,1,0,35
Progressive,1.88,1.56,Photochromic,Hospital,0,0,3,134
Bifocal,1.42,1.56,Photochromic,Hospital,1,1,3,77
Single Vision,-5.42,1.67,Blue Cut,Premium,1,0,3,72
Bifocal,2.35,1.67,Blue Cut,Premium,0,0,0,89
Bifocal,1.73,1.56,Anti Glare,Premium,1,1,0,54
Progressive,0.28,1.50,Standard,Hospital,1,0,3,93
Bifocal,-3.76,1.67,Photochromic,Retail,1,0,1,77
Single Vision,3.05,1.67,Photochromic,Retail,0,0,2,97
Progressive,-3.35,1.67,Anti Glare,Hospital,1,0,2,99
Progressive,-2.72,1.74,Blue Cut,Retail,0,1,2,86
Bifocal,1.29,1.50,Photochromic,Premium,0,0,2,81
Progressive,-2.05,1.50,Blue Cut,Premium,1,1,2,75
Single Vision,-4.6,1.67,Anti Glare,Retail,0,0,3,80
Single Vision,-6.63,1.67,Blue Cut,Retail,0,1,2,63
Progressive,-1.83,1.74,Photochromic,Retail,1,0,3,112
Progressive,0.09,1.74,Photochromic,Hospital,1,1,3,107
Progressive,1.22,1.50,Photochromic,Hospital,1,0,1,110
Bifocal,-5.73,1.50,Standard,Retail,0,1,1,69
Single Vision,-0.29,1.56,Standard,Hospital,0,1,2,54
Single Vision,-5.61,1.56,Photochromic,Premium,0,1,3,61
Bifocal,3.49,1.56,Blue Cut,Retail,1,1,1,66
Progressive,1.92,1.74,Blue Cut,Retail,0,1,0,96
Progressive,2.46,1.50,Photochromic,Premium,0,1,3,72
Progressive,-7.78,1.67,Blue Cut,Premium,0,1,3,118
Bifocal,1.16,1.50,Anti Glare,Premium,1,1,1,58
Progressive,-5.91,1.56,Photochromic,Retail,0,0,3,148
Single Vision,3.84,1.50,Standard,Hospital,0,0,3,80
Progressive,-4.37,1.50,Anti Glare,Retail,0,0,0,95
Single Vision,0.72,1.50,Blue Cut,Hospital,0,1,2,53
Single Vision,1.25,1.50,Anti Glare,Retail,0,0,1,64
Single Vision,-5.11,1.74,Photochromic,Retail,1,0,1,84
Bifocal,-1.76,1.50,Photochromic,Premium,0,1,3,76
Progressive,1.83,1.74,Standard,Retail,1,1,0,82
Single Vision,-7.19,1.67,Blue Cut,Retail,1,1,0,51
Progressive,-7.15,1.56,Photochromic,Premium,1,0,3,130
Bifocal,1.91,1.50,Photochromic,Premium,0,1,2,67
Bifocal,3.0,1.74,Anti Glare,Premium,1,1,0,35
Single Vision,-5.69,1.56,Photochromic,Premium,1,1,0,47
Single Vision,-2.91,1.67,Blue Cut,Retail,1,1,0,44
Progressive,-4.98,1.56,Blue Cut,Retail,1,0,1,93
Single Vision,-6.75,1.74,Photochromic,Hospital,0,0,1,96
Bifocal,3.45,1.56,Photochromic,Premium,0,1,3,64
Progressive,-2.59,1.56,Photochromic,Hospital,1,1,3,67
Single Vision,-7.96,1.67,Standard,Hospital,1,1,2,63
Single Vision,2.51,1.50,Anti Glare,Premium,0,1,0,26
Progressive,0.84,1.74,Blue Cut,Hospital,0,1,1,94
Progressive,-5.44,1.67,Blue Cut,Retail,1,1,0,96
Single Vision,3.04,1.74,Anti Glare,Premium,1,1,0,38
Single Vision,-4.95,1.56,Standard,Premium,0,0,1,77
Bifocal,-5.79,1.56,Blue Cut,Hospital,0,1,2,68
Bifocal,1.94,1.50,Anti Glare,Retail,1,1,1,57
Single Vision,-0.38,1.56,Anti Glare,Retail,1,1,0,32
Single Vision,-0.07,1.74,Anti Glare,Retail,1,1,3,50
Progressive,-6.72,1.56,Anti Glare,Hospital,0,0,0,101
Progressive,-7.86,1.67,Blue Cut,Retail,0,0,2,138
Progressive,-5.67,1.56,Anti Glare,Premium,1,1,1,88
Progressive,1.49,1.67,Standard,Premium,1,1,3,79
Single Vision,1.29,1.67,Photochromic,Hospital,1,1,0,36
Single Vision,-6.26,1.67,Photochromic,Premium,1,0,3,92
Bifocal,2.0,1.56,Blue Cut,Hospital,0,1,0,74
Bifocal,-2.79,1.74,Anti Glare,Retail,0,0,0,86
Progressive,-7.15,1.67,Photochromic,Premium,0,0,2,147
Bifocal,-3.9,1.67,Photochromic,Premium,0,0,2,90
Bifocal,1.29,1.67,Anti Glare,Hospital,1,1,1,51
Progressive,0.07,1.74,Photochromic,Retail,1,1,2,73
Progressive,-6.12,1.56,Standard,Premium,0,0,1,130
Bifocal,-6.92,1.74,Blue Cut,Retail,1,1,2,102
Bifocal,-5.59,1.74,Standard,Retail,1,0,0,94
Single Vision,3.24,1.50,Photochromic,Hospital,1,1,2,40
Single Vision,1.37,1.56,Photochromic,Retail,1,0,0,62
Progressive,-7.34,1.67,Photochromic,Premium,0,0,1,144
Single Vision,-3.76,1.50,Standard,Hospital,1,0,0,41
Bifocal,-6.81,1.67,Blue Cut,Premium,0,0,1,103
Progressive,-7.9,1.56,Photochromic,Retail,0,0,3,166
Progressive,-1.96,1.74,Anti Glare,Premium,0,1,1,85
Bifocal,-0.5,1.67,Standard,Hospital,0,0,1,85
Progressive,0.06,1.50,Anti Glare,Retail,0,0,3,109
Progressive,-4.13,1.74,Anti Glare,Hospital,0,0,3,119
Single Vision,-3.86,1.74,Photochromic,Hospital,1,0,3,92
Bifocal,-1.05,1.74,Standard,Premium,1,1,0,72
Single Vision,3.59,1.74,Photochromic,Premium,0,1,2,67
Single Vision,-3.08,1.50,Photochromic,Premium,1,0,0,58
Single Vision,-2.88,1.50,Anti Glare,Premium,1,0,3,58
Bifocal,-2.46,1.56,Photochromic,Hospital,0,0,2,113
Progressive,0.01,1.56,Blue Cut,Premium,0,1,2,69
Single Vision,-0.35,1.50,Photochromic,Premium,0,0,0,80
Bifocal,-2.01,1.67,Standard,Premium,0,0,0,98
Single Vision,-3.79,1.50,Blue Cut,Retail,1,0,3,81
Bifocal,-3.91,1.67,Anti Glare,Hospital,0,0,1,87
Bifocal,-3.06,1.50,Blue Cut,Premium,1,1,1,63
Single Vision,3.36,1.50,Blue Cut,Hospital,0,1,0,42
Single Vision,-2.98,1.56,Standard,Hospital,1,1,3,47
Progressive,-5.19,1.56,Blue Cut,Hospital,0,0,3,129
Single Vision,-0.31,1.74,Standard,Hospital,0,0,2,104
Single Vision,3.85,1.74,Anti Glare,Hospital,1,0,2,75
Bifocal,0.62,1.56,Blue Cut,Premium,0,0,0,87
Bifocal,-4.65,1.74,Photochromic,Hospital,1,1,0,73
Bifocal,-1.8,1.74,Standard,Retail,0,0,3,78
Progressive,1.16,1.67,Standard,Retail,1,1,1,93
Bifocal,-6.21,1.56,Anti Glare,Premium,0,0,3,98
Single Vision,-3.39,1.56,Anti Glare,Premium,1,0,3,88
Single Vision,2.13,1.67,Standard,Retail,1,1,3,51
Progressive,3.51,1.67,Photochromic,Premium,0,1,0,63
Single Vision,0.75,1.67,Photochromic,Hospital,0,1,3,62
Progressive,-7.77,1.74,Photochromic,Retail,1,0,0,149
Single Vision,0.55,1.50,Blue Cut,Hospital,1,0,3,64
Single Vision,3.26,1.67,Standard,Retail,0,0,1,66
Bifocal,-1.53,1.50,Anti Glare,Premium,1,1,1,67
Bifocal,-1.4,1.67,Standard,Retail,1,1,2,43
Single Vision,-0.39,1.56,Standard,Hospital,1,1,3,61
Bifocal,-0.64,1.56,Anti Glare,Retail,1,1,3,74
Bifocal,-4.44,1.56,Anti Glare,Retail,0,1,1,61
Bifocal,-6.05,1.56,Anti Glare,Premium,0,1,0,61
Single Vision,-6.84,1.56,Photochromic,Retail,0,0,2,110
Progressive,-5.32,1.67,Photochromic,Hospital,0,1,2,105
Progressive,-2.55,1.56,Photochromic,Premium,0,1,0,65
Bifocal,2.49,1.56,Anti Glare,Premium,1,0,3,87
Progressive,-7.09,1.56,Anti Glare,Retail,1,0,3,115
Single Vision,-5.38,1.74,Blue Cut,Retail,0,1,2,61
Single Vision,-3.54,1.56,Blue Cut,Retail,0,1,0,37
Single Vision,-2.46,1.56,Standard,Hospital,1,0,2,54
Single Vision,-6.11,1.56,Anti Glare,Premium,0,0,3,97
Bifocal,-3.58,1.74,Blue Cut,Retail,1,0,0,78
Progressive,-5.11,1.56,Standard,Retail,0,1,2,115
Bifocal,-5.97,1.67,Anti Glare,Hospital,1,1,3,81
Single Vision,-6.24,1.50,Blue Cut,Hospital,1,1,1,43
Single Vision,-7.06,1.50,Blue Cut,Retail,1,0,2,79
Single Vision,-3.62,1.56,Photochromic,Retail,1,0,0,72
Bifocal,2.55,1.50,Photochromic,Premium,0,1,2,59
Single Vision,0.44,1.74,Blue Cut,Hospital,0,1,3,80
Single Vision,-7.39,1.50,Anti Glare,Retail,0,1,2,69
Single Vision,-3.71,1.50,Standard,Hospital,1,1,3,44
Bifocal,2.35,1.50,Anti Glare,Premium,1,1,3,62
Progressive,-7.63,1.74,Anti Glare,Retail,0,0,0,103
Single Vision,0.46,1.67,Photochromic,Premium,0,1,0,49
Bifocal,-0.24,1.67,Blue Cut,Hospital,0,1,2,61
Single Vision,0.33,1.74,Photochromic,Premium,0,0,3,88
Single Vision,2.17,1.56,Standard,Hospital,0,0,1,61
Single Vision,3.86,1.50,Standard,Hospital,1,0,2,66
Progressive,0.28,1.67,Anti Glare,Hospital,1,1,0,51
Single Vision,-0.99,1.74,Anti Glare,Retail,1,0,2,72
Single Vision,-1.27,1.50,Anti Glare,Retail,0,0,2,63
Bifocal,-5.06,1.67,Blue Cut,Premium,0,1,3,109
Bifocal,-3.88,1.50,Blue Cut,Retail,0,1,3,69
Progressive,-2.48,1.50,Blue Cut,Retail,0,0,0,93
Single Vision,-1.68,1.50,Photochromic,Hospital,1,1,2,45
Progressive,0.85,1.67,Standard,Hospital,0,0,0,91
Bifocal,-0.36,1.67,Standard,Hospital,0,0,3,84
Single Vision,-4.97,1.67,Blue Cut,Premium,1,0,1,49
Bifocal,0.33,1.67,Standard,Premium,0,1,2,89
Progressive,-1.74,1.74,Anti Glare,Hospital,1,0,1,69
Single Vision,-5.88,1.50,Standard,Retail,1,0,1,85
Single Vision,-2.72,1.67,Photochromic,Hospital,0,0,1,58
Bifocal,-5.86,1.74,Photochromic,Premium,1,0,2,100
Single Vision,-3.55,1.56,Standard,Retail,1,1,3,50
Progressive,3.01,1.56,Blue Cut,Premium,0,0,2,101
Progressive,1.82,1.67,Blue Cut,Hospital,1,0,1,99
Bifocal,-5.07,1.74,Blue Cut,Retail,0,0,0,114
Single Vision,3.28,1.74,Standard,Premium,0,1,2,57
Bifocal,-7.42,1.56,Standard,Premium,1,1,0,58
Single Vision,-4.17,1.74,Photochromic,Premium,1,0,2,71
Progressive,1.04,1.56,Standard,Premium,0,0,3,118
Bifocal,-0.97,1.74,Photochromic,Premium,0,1,1,69
Single Vision,3.47,1.50,Standard,Premium,1,1,0,34
Single Vision,-3.51,1.50,Photochromic,Retail,0,0,2,78
Bifocal,0.27,1.67,Standard,Retail,0,1,1,66
Progressive,1.29,1.74,Anti Glare,Hospital,0,0,3,100
Single Vision,-6.63,1.67,Anti Glare,Premium,0,1,1,53
Bifocal,-3.61,1.56,Anti Glare,Premium,1,1,3,44
Progressive,-4.87,1.67,Standard,Hospital,0,0,0,104
Single Vision,0.53,1.74,Anti Glare,Hospital,0,0,3,100
Single Vision,-7.4,1.74,Blue Cut,Premium,1,1,3,73
Bifocal,-0.25,1.56,Photochromic,Premium,0,1,3,60
Progressive,-7.98,1.67,Photochromic,Hospital,0,1,3,92
Single Vision,1.76,1.67,Standard,Retail,1,0,3,70
Single Vision,2.92,1.67,Blue Cut,Retail,0,1,1,45
Bifocal,2.43,1.56,Photochromic,Retail,1,1,1,71
Bifocal,-4.82,1.74,Blue Cut,Hospital,0,1,1,52
Bifocal,-4.29,1.56,Anti Glare,Hospital,0,0,0,83
Progressive,-3.83,1.56,Blue Cut,Premium,0,1,0,92
Bifocal,3.89,1.50,Blue Cut,Premium,1,0,1,57
Bifocal,-4.83,1.74,Photochromic,Retail,1,0,0,95
Bifocal,-6.55,1.56,Photochromic,Retail,1,0,2,84
Progressive,-0.25,1.56,Photochromic,Premium,0,0,3,130
Bifocal,-2.3,1.67,Anti Glare,Hospital,0,1,0,79
Single Vision,-2.9,1.74,Blue Cut,Retail,1,0,2,75
Bifocal,2.85,1.67,Photochromic,Retail,0,0,0,88
Progressive,0.04,1.50,Blue Cut,Premium,1,0,0,102
Bifocal,-6.75,1.74,Anti Glare,Retail,1,1,3,70
Single Vision,3.18,1.50,Photochromic,Retail,0,0,0,72
Single Vision,-6.11,1.67,Blue Cut,Hospital,1,0,2,85
Bifocal,-0.46,1.67,Anti Glare,Premium,1,1,1,65
Progressive,3.49,1.56,Photochromic,Retail,0,0,2,117
Progressive,2.69,1.67,Blue Cut,Premium,0,1,1,105
Single Vision,-6.74,1.56,Photochromic,Premium,1,1,3,62
Single Vision,1.1,1.67,Standard,Retail,1,0,3,80
Progressive,0.42,1.67,Standard,Hospital,0,0,3,138
Single Vision,-6.18,1.56,Blue Cut,Premium,1,0,2,88
Progressive,-5.67,1.67,Photochromic,Retail,1,0,0,134
Single Vision,-6.5,1.56,Standard,Retail,0,0,1,80
Progressive,-6.5,1.56,Blue Cut,Premium,1,0,2,80
Bifocal,-4.41,1.56,Standard,Premium,1,0,3,87
Progressive,2.98,1.50,Standard,Premium,0,1,0,78
Progressive,-3.29,1.56,Anti Glare,Hospital,1,1,3,69
Single Vision,-0.68,1.74,Standard,Premium,1,0,0,61
Bifocal,-0.14,1.74,Standard,Premium,0,0,2,94
Bifocal,0.27,1.56,Standard,Retail,0,1,0,69
Single Vision,-1.33,1.50,Anti Glare,Premium,0,0,3,86
Bifocal,-6.78,1.56,Photochromic,Premium,0,1,2,96
Single Vision,-5.17,1.50,Blue Cut,Retail,1,0,1,89
Single Vision,0.23,1.67,Anti Glare,Premium,0,0,2,57
Progressive,-2.2,1.67,Anti Glare,Premium,1,1,2,103
Bifocal,-6.98,1.67,Photochromic,Premium,0,0,2,98
Progressive,1.21,1.50,Photochromic,Hospital,1,1,0,83
Progressive,-6.12,1.56,Photochromic,Premium,0,0,3,120
Bifocal,-5.7,1.56,Standard,Premium,0,0,0,89
Bifocal,-7.28,1.67,Standard,Premium,1,0,0,93
Bifocal,0.57,1.74,Photochromic,Premium,1,0,1,90
Bifocal,-3.46,1.56,Photochromic,Hospital,1,1,0,53
Bifocal,-0.06,1.67,Standard,Hospital,1,1,3,50
Progressive,0.57,1.56,Anti Glare,Premium,0,0,2,104
Single Vision,-0.34,1.50,Standard,Retail,0,1,0,43
Single Vision,1.01,1.74,Photochromic,Hospital,1,0,2,90
Progressive,-7.76,1.56,Blue Cut,Retail,1,0,2,137
Bifocal,2.51,1.74,Standard,Premium,0,0,0,102
Progressive,3.35,1.50,Standard,Hospital,1,1,2,57
Bifocal,0.94,1.56,Anti Glare,Hospital,1,1,0,44
Single Vision,-6.9,1.74,Photochromic,Retail,1,0,0,80
Progressive,-4.29,1.67,Standard,Hospital,0,0,0,90
Single Vision,-7.04,1.67,Standard,Hospital,1,0,0,73
Progressive,1.32,1.67,Blue Cut,Hospital,1,0,3,114
Progressive,-3.97,1.56,Anti Glare,Premium,1,1,0,59
